Element,Episode,Title,Included
Fence,S28E10,SPLENDOR OF AUTUMN,0
Fire,S28E10,SPLENDOR OF AUTUMN,0
Florida Frame,S28E10,SPLENDOR OF AUTUMN,0
Flowers,S28E10,SPLENDOR OF AUTUMN,0
FOG,S28E10,SPLENDOR OF AUTUMN,1
Framed,S28E10,SPLENDOR OF AUTUMN,0
Grass,S28E10,SPLENDOR OF AUTUMN,1
Guest,S28E10,SPLENDOR OF AUTUMN,0
Half Circle Frame,S28E10,SPLENDOR OF AUTUMN,0
Half Oval Frame,S28E10,SPLENDOR OF AUTUMN,0
Hills,S28E10,SPLENDOR OF AUTUMN,0
Lakes,S28E10,SPLENDOR OF AUTUMN,0
Lake,S28E10,SPLENDOR OF AUTUMN,1
Lighthouse,S28E10,SPLENDOR OF AUTUMN,0
Mill,S28E10,SPLENDOR OF AUTUMN,0
Moon,S28E10,SPLENDOR OF AUTUMN,0
Mountains,S28E10,SPLENDOR OF AUTUMN,0
Mountain,S28E10,SPLENDOR OF AUTUMN,0
Night,S28E10,SPLENDOR OF AUTUMN,0
Ocean,S28E10,SPLENDOR OF AUTUMN,0
Oval Frame,S28E10,SPLENDOR OF AUTUMN,0
Palm Trees,S28E10,SPLENDOR OF AUTUMN,0
Path,S28E10,SPLENDOR OF AUTUMN,0
Person,S28E10,SPLENDOR OF AUTUMN,0
Portrait,S28E10,SPLENDOR OF AUTUMN,0
Rectangle 3D Frame,S28E10,SPLENDOR OF AUTUMN,0
Rectangular Frame,S28E10,SPLENDOR OF AUTUMN,0
River,S28E10,SPLENDOR OF AUTUMN,0
Rocks,S28E10,SPLENDOR OF AUTUMN,0
Seashell Frame,S28E10,SPLENDOR OF AUTUMN,0
Snowy Mountain,S28E10,SPLENDOR OF AUTUMN,0
Snow,S28E10,SPLENDOR OF AUTUMN,0
Split Frame,S28E10,SPLENDOR OF AUTUMN,0
Steve Ross,S28E10,SPLENDOR OF AUTUMN,0
Structure,S28E10,SPLENDOR OF AUTUMN,0
SUN,S28E10,SPLENDOR OF AUTUMN,1
Tomb Frame,S28E10,SPLENDOR OF AUTUMN,0
Trees,S28E10,SPLENDOR OF AUTUMN,1
Tree,S28E10,SPLENDOR OF AUTUMN,1
Triple Frame,S28E10,SPLENDOR OF AUTUMN,0
Waterfall,S28E10,SPLENDOR OF AUTUMN,0
Waves,S28E10,SPLENDOR OF AUTUMN,0
Windmill,S28E10,SPLENDOR OF AUTUMN,0
Window Frame,S28E10,SPLENDOR OF AUTUMN,0
Winter,S28E10,SPLENDOR OF AUTUMN,0
Wood Framed,S28E10,SPLENDOR OF AUTUMN,0
Apple Frame,S28E11,TRANQUIL SEAS,0
Aurora Borealis,S28E11,TRANQUIL SEAS,0
Barn,S28E11,TRANQUIL SEAS,0
Beach,S28E11,TRANQUIL SEAS,1
Boat,S28E11,TRANQUIL SEAS,0
Bridge,S28E11,TRANQUIL SEAS,0
Building,S28E11,TRANQUIL SEAS,0
Bushes,S28E11,TRANQUIL SEAS,0
Cabin,S28E11,TRANQUIL SEAS,0
Cactus,S28E11,TRANQUIL SEAS,0
Circle Frame,S28E11,TRANQUIL SEAS,0
Cirrus,S28E11,TRANQUIL SEAS,0
Cliff,S28E11,TRANQUIL SEAS,0
Clouds,S28E11,TRANQUIL SEAS,1
Conifer,S28E11,TRANQUIL SEAS,0
Cumulus,S28E11,TRANQUIL SEAS,1
Deciduous,S28E11,TRANQUIL SEAS,0
Diane Andre,S28E11,TRANQUIL SEAS,0
Dock,S28E11,TRANQUIL SEAS,0
Double Oval Frame,S28E11,TRANQUIL SEAS,0
Farm,S28E11,TRANQUIL SEAS,0
Fence,S28E11,TRANQUIL SEAS,0
Fire,S28E11,TRANQUIL SEAS,0
Florida Frame,S28E11,TRANQUIL SEAS,0
Flowers,S28E11,TRANQUIL SEAS,0
FOG,S28E11,TRANQUIL SEAS,0
Framed,S28E11,TRANQUIL SEAS,0
Grass,S28E11,TRANQUIL SEAS,0
Guest,S28E11,TRANQUIL SEAS,0
Half Circle Frame,S28E11,TRANQUIL SEAS,0
Half Oval Frame,S28E11,TRANQUIL SEAS,0
Hills,S28E11,TRANQUIL SEAS,0
Lakes,S28E11,TRANQUIL SEAS,0
Lake,S28E11,TRANQUIL SEAS,0
Lighthouse,S28E11,TRANQUIL SEAS,0
Mill,S28E11,TRANQUIL SEAS,0
Moon,S28E11,TRANQUIL SEAS,0
Mountains,S28E11,TRANQUIL SEAS,0
Mountain,S28E11,TRANQUIL SEAS,0
Night,S28E11,TRANQUIL SEAS,0
Ocean,S28E11,TRANQUIL SEAS,1
Oval Frame,S28E11,TRANQUIL SEAS,0
Palm Trees,S28E11,TRANQUIL SEAS,0
Path,S28E11,TRANQUIL SEAS,0
Person,S28E11,TRANQUIL SEAS,0
Portrait,S28E11,TRANQUIL SEAS,0
Rectangle 3D Frame,S28E11,TRANQUIL SEAS,0
Rectangular Frame,S28E11,TRANQUIL SEAS,0
River,S28E11,TRANQUIL SEAS,0
Rocks,S28E11,TRANQUIL SEAS,0
Seashell Frame,S28E11,TRANQUIL SEAS,0
Snowy Mountain,S28E11,TRANQUIL SEAS,0
Snow,S28E11,TRANQUIL SEAS,0
Split Frame,S28E11,TRANQUIL SEAS,0
Steve Ross,S28E11,TRANQUIL SEAS,0
Structure,S28E11,TRANQUIL SEAS,0
SUN,S28E11,TRANQUIL SEAS,1
Tomb Frame,S28E11,TRANQUIL SEAS,0
Trees,S28E11,TRANQUIL SEAS,0
Tree,S28E11,TRANQUIL SEAS,0
Triple Frame,S28E11,TRANQUIL SEAS,0
Waterfall,S28E11,TRANQUIL SEAS,0
Waves,S28E11,TRANQUIL SEAS,1
Windmill,S28E11,TRANQUIL SEAS,0
Window Frame,S28E11,TRANQUIL SEAS,0
Winter,S28E11,TRANQUIL SEAS,0
Wood Framed,S28E11,TRANQUIL SEAS,0
Apple Frame,S28E12,MOUNTAIN SERENITY,0
Aurora Borealis,S28E12,MOUNTAIN SERENITY,0
Barn,S28E12,MOUNTAIN SERENITY,0
Beach,S28E12,MOUNTAIN SERENITY,0
Boat,S28E12,MOUNTAIN SERENITY,0
Bridge,S28E12,MOUNTAIN SERENITY,0
Building,S28E12,MOUNTAIN SERENITY,0
Bushes,S28E12,MOUNTAIN SERENITY,1
Cabin,S28E12,MOUNTAIN SERENITY,0
Cactus,S28E12,MOUNTAIN SERENITY,0
Circle Frame,S28E12,MOUNTAIN SERENITY,0
Cirrus,S28E12,MOUNTAIN SERENITY,0
Cliff,S28E12,MOUNTAIN SERENITY,0
Clouds,S28E12,MOUNTAIN SERENITY,0
Conifer,S28E12,MOUNTAIN SERENITY,1
Cumulus,S28E12,MOUNTAIN SERENITY,0
Deciduous,S28E12,MOUNTAIN SERENITY,0
Diane Andre,S28E12,MOUNTAIN SERENITY,0
Dock,S28E12,MOUNTAIN SERENITY,0
Double Oval Frame,S28E12,MOUNTAIN SERENITY,0
Farm,S28E12,MOUNTAIN SERENITY,0
Fence,S28E12,MOUNTAIN SERENITY,0
Fire,S28E12,MOUNTAIN SERENITY,0
Florida Frame,S28E12,MOUNTAIN SERENITY,0
Flowers,S28E12,MOUNTAIN SERENITY,0
FOG,S28E12,MOUNTAIN SERENITY,0
Framed,S28E12,MOUNTAIN SERENITY,0
Grass,S28E12,MOUNTAIN SERENITY,1
Guest,S28E12,MOUNTAIN SERENITY,0
Half Circle Frame,S28E12,MOUNTAIN SERENITY,0
Half Oval Frame,S28E12,MOUNTAIN SERENITY,0
Hills,S28E12,MOUNTAIN SERENITY,0
Lakes,S28E12,MOUNTAIN SERENITY,0
Lake,S28E12,MOUNTAIN SERENITY,1
Lighthouse,S28E12,MOUNTAIN SERENITY,0
Mill,S28E12,MOUNTAIN SERENITY,0
Moon,S28E12,MOUNTAIN SERENITY,0
Mountains,S28E12,MOUNTAIN SERENITY,0
Mountain,S28E12,MOUNTAIN SERENITY,1
Night,S28E12,MOUNTAIN SERENITY,0
Ocean,S28E12,MOUNTAIN SERENITY,0
Oval Frame,S28E12,MOUNTAIN SERENITY,0
Palm Trees,S28E12,MOUNTAIN SERENITY,0
Path,S28E12,MOUNTAIN SERENITY,0
Person,S28E12,MOUNTAIN SERENITY,0
Portrait,S28E12,MOUNTAIN SERENITY,0
Rectangle 3D Frame,S28E12,MOUNTAIN SERENITY,0
Rectangular Frame,S28E12,MOUNTAIN SERENITY,0
River,S28E12,MOUNTAIN SERENITY,0
Rocks,S28E12,MOUNTAIN SERENITY,0
Seashell Frame,S28E12,MOUNTAIN SERENITY,0
Snowy Mountain,S28E12,MOUNTAIN SERENITY,1
Snow,S28E12,MOUNTAIN SERENITY,0
Split Frame,S28E12,MOUNTAIN SERENITY,0
Steve Ross,S28E12,MOUNTAIN SERENITY,0
Structure,S28E12,MOUNTAIN SERENITY,0
SUN,S28E12,MOUNTAIN SERENITY,0
Tomb Frame,S28E12,MOUNTAIN SERENITY,0
Trees,S28E12,MOUNTAIN SERENITY,1
Tree,S28E12,MOUNTAIN SERENITY,1
Triple Frame,S28E12,MOUNTAIN SERENITY,0
Waterfall,S28E12,MOUNTAIN SERENITY,0
Waves,S28E12,MOUNTAIN SERENITY,0
Windmill,S28E12,MOUNTAIN SERENITY,0
Window Frame,S28E12,MOUNTAIN SERENITY,0
Winter,S28E12,MOUNTAIN SERENITY,0
Wood Framed,S28E12,MOUNTAIN SERENITY,0
Apple Frame,S28E13,HOME BEFORE NIGHTFALL,0
Aurora Borealis,S28E13,HOME BEFORE NIGHTFALL,0
Barn,S28E13,HOME BEFORE NIGHTFALL,0
Beach,S28E13,HOME BEFORE NIGHTFALL,0
Boat,S28E13,HOME BEFORE NIGHTFALL,0
Bridge,S28E13,HOME BEFORE NIGHTFALL,0
Building,S28E13,HOME BEFORE NIGHTFALL,0
Bushes,S28E13,HOME BEFORE NIGHTFALL,0
Cabin,S28E13,HOME BEFORE NIGHTFALL,1
Cactus,S28E13,HOME BEFORE NIGHTFALL,0
Circle Frame,S28E13,HOME BEFORE NIGHTFALL,0
Cirrus,S28E13,HOME BEFORE NIGHTFALL,0
Cliff,S28E13,HOME BEFORE NIGHTFALL,0
Clouds,S28E13,HOME BEFORE NIGHTFALL,1
Conifer,S28E13,HOME BEFORE NIGHTFALL,0
Cumulus,S28E13,HOME BEFORE NIGHTFALL,0
Deciduous,S28E13,HOME BEFORE NIGHTFALL,1
Diane Andre,S28E13,HOME BEFORE NIGHTFALL,0
Dock,S28E13,HOME BEFORE NIGHTFALL,0
Double Oval Frame,S28E13,HOME BEFORE NIGHTFALL,0
Farm,S28E13,HOME BEFORE NIGHTFALL,0
Fence,S28E13,HOME BEFORE NIGHTFALL,0
Fire,S28E13,HOME BEFORE NIGHTFALL,0
Florida Frame,S28E13,HOME BEFORE NIGHTFALL,0
Flowers,S28E13,HOME BEFORE NIGHTFALL,0
FOG,S28E13,HOME BEFORE NIGHTFALL,0
Framed,S28E13,HOME BEFORE NIGHTFALL,0
Grass,S28E13,HOME BEFORE NIGHTFALL,1
Guest,S28E13,HOME BEFORE NIGHTFALL,0
Half Circle Frame,S28E13,HOME BEFORE NIGHTFALL,0
Half Oval Frame,S28E13,HOME BEFORE NIGHTFALL,0
Hills,S28E13,HOME BEFORE NIGHTFALL,0
Lakes,S28E13,HOME BEFORE NIGHTFALL,0
Lake,S28E13,HOME BEFORE NIGHTFALL,0
Lighthouse,S28E13,HOME BEFORE NIGHTFALL,0
Mill,S28E13,HOME BEFORE NIGHTFALL,0
Moon,S28E13,HOME BEFORE NIGHTFALL,0
Mountains,S28E13,HOME BEFORE NIGHTFALL,0
Mountain,S28E13,HOME BEFORE NIGHTFALL,0
Night,S28E13,HOME BEFORE NIGHTFALL,1
Ocean,S28E13,HOME BEFORE NIGHTFALL,0
Oval Frame,S28E13,HOME BEFORE NIGHTFALL,0
Palm Trees,S28E13,HOME BEFORE NIGHTFALL,0
Path,S28E13,HOME BEFORE NIGHTFALL,0
Person,S28E13,HOME BEFORE NIGHTFALL,0
Portrait,S28E13,HOME BEFORE NIGHTFALL,0
Rectangle 3D Frame,S28E13,HOME BEFORE NIGHTFALL,0
Rectangular Frame,S28E13,HOME BEFORE NIGHTFALL,0
River,S28E13,HOME BEFORE NIGHTFALL,0
Rocks,S28E13,HOME BEFORE NIGHTFALL,0
Seashell Frame,S28E13,HOME BEFORE NIGHTFALL,0
Snowy Mountain,S28E13,HOME BEFORE NIGHTFALL,0
Snow,S28E13,HOME BEFORE NIGHTFALL,0
Split Frame,S28E13,HOME BEFORE NIGHTFALL,0
Steve Ross,S28E13,HOME BEFORE NIGHTFALL,0
Structure,S28E13,HOME BEFORE NIGHTFALL,1
SUN,S28E13,HOME BEFORE NIGHTFALL,0
Tomb Frame,S28E13,HOME BEFORE NIGHTFALL,0
Trees,S28E13,HOME BEFORE NIGHTFALL,1
Tree,S28E13,HOME BEFORE NIGHTFALL,1
Triple Frame,S28E13,HOME BEFORE NIGHTFALL,0
Waterfall,S28E13,HOME BEFORE NIGHTFALL,0
Waves,S28E13,HOME BEFORE NIGHTFALL,0
Windmill,S28E13,HOME BEFORE NIGHTFALL,0
Window Frame,S28E13,HOME BEFORE NIGHTFALL,0
Winter,S28E13,HOME BEFORE NIGHTFALL,0
Wood Framed,S28E13,HOME BEFORE NIGHTFALL,0
Apple Frame,S29E01,ISLAND IN THE WILDERNESS,0
Aurora Borealis,S29E01,ISLAND IN THE WILDERNESS,0
Barn,S29E01,ISLAND IN THE WILDERNESS,0
Beach,S29E01,ISLAND IN THE WILDERNESS,0
Boat,S29E01,ISLAND IN THE WILDERNESS,0
Bridge,S29E01,ISLAND IN THE WILDERNESS,0
Building,S29E01,ISLAND IN THE WILDERNESS,0
Bushes,S29E01,ISLAND IN THE WILDERNESS,1
Cabin,S29E01,ISLAND IN THE WILDERNESS,0
Cactus,S29E01,ISLAND IN THE WILDERNESS,0
Circle Frame,S29E01,ISLAND IN THE WILDERNESS,0
Cirrus,S29E01,ISLAND IN THE WILDERNESS,0
Cliff,S29E01,ISLAND IN THE WILDERNESS,0
Clouds,S29E01,ISLAND IN THE WILDERNESS,0
Conifer,S29E01,ISLAND IN THE WILDERNESS,1
Cumulus,S29E01,ISLAND IN THE WILDERNESS,0
Deciduous,S29E01,ISLAND IN THE WILDERNESS,0
Diane Andre,S29E01,ISLAND IN THE WILDERNESS,0
Dock,S29E01,ISLAND IN THE WILDERNESS,0
Double Oval Frame,S29E01,ISLAND IN THE WILDERNESS,0
Farm,S29E01,ISLAND IN THE WILDERNESS,0
Fence,S29E01,ISLAND IN THE WILDERNESS,0
Fire,S29E01,ISLAND IN THE WILDERNESS,0
Florida Frame,S29E01,ISLAND IN THE WILDERNESS,0
Flowers,S29E01,ISLAND IN THE WILDERNESS,0
FOG,S29E01,ISLAND IN THE WILDERNESS,0
Framed,S29E01,ISLAND IN THE WILDERNESS,0
Grass,S29E01,ISLAND IN THE WILDERNESS,0
Guest,S29E01,ISLAND IN THE WILDERNESS,0
Half Circle Frame,S29E01,ISLAND IN THE WILDERNESS,0
Half Oval Frame,S29E01,ISLAND IN THE WILDERNESS,0
Hills,S29E01,ISLAND IN THE WILDERNESS,0
Lakes,S29E01,ISLAND IN THE WILDERNESS,0
Lake,S29E01,ISLAND IN THE WILDERNESS,1
Lighthouse,S29E01,ISLAND IN THE WILDERNESS,0
Mill,S29E01,ISLAND IN THE WILDERNESS,0
Moon,S29E01,ISLAND IN THE WILDERNESS,0
Mountains,S29E01,ISLAND IN THE WILDERNESS,0
Mountain,S29E01,ISLAND IN THE WILDERNESS,0
Night,S29E01,ISLAND IN THE WILDERNESS,0
Ocean,S29E01,ISLAND IN THE WILDERNESS,0
Oval Frame,S29E01,ISLAND IN THE WILDERNESS,0
Palm Trees,S29E01,ISLAND IN THE WILDERNESS,0
Path,S29E01,ISLAND IN THE WILDERNESS,0
Person,S29E01,ISLAND IN THE WILDERNESS,0
Portrait,S29E01,ISLAND IN THE WILDERNESS,0
Rectangle 3D Frame,S29E01,ISLAND IN THE WILDERNESS,0
Rectangular Frame,S29E01,ISLAND IN THE WILDERNESS,0
River,S29E01,ISLAND IN THE WILDERNESS,0
Rocks,S29E01,ISLAND IN THE WILDERNESS,0
Seashell Frame,S29E01,ISLAND IN THE WILDERNESS,0
Snowy Mountain,S29E01,ISLAND IN THE WILDERNESS,0
Snow,S29E01,ISLAND IN THE WILDERNESS,0
Split Frame,S29E01,ISLAND IN THE WILDERNESS,0
Steve Ross,S29E01,ISLAND IN THE WILDERNESS,0
Structure,S29E01,ISLAND IN THE WILDERNESS,0
SUN,S29E01,ISLAND IN THE WILDERNESS,0
Tomb Frame,S29E01,ISLAND IN THE WILDERNESS,0
Trees,S29E01,ISLAND IN THE WILDERNESS,1
Tree,S29E01,ISLAND IN THE WILDERNESS,1
Triple Frame,S29E01,ISLAND IN THE WILDERNESS,0
Waterfall,S29E01,ISLAND IN THE WILDERNESS,0
Waves,S29E01,ISLAND IN THE WILDERNESS,0
Windmill,S29E01,ISLAND IN THE WILDERNESS,0
Window Frame,S29E01,ISLAND IN THE WILDERNESS,0
Winter,S29E01,ISLAND IN THE WILDERNESS,0
Wood Framed,S29E01,ISLAND IN THE WILDERNESS,0
Apple Frame,S29E02,AUTUMN OVAL,0
Aurora Borealis,S29E02,AUTUMN OVAL,0
Barn,S29E02,AUTUMN OVAL,0
Beach,S29E02,AUTUMN OVAL,0
Boat,S29E02,AUTUMN OVAL,0
Bridge,S29E02,AUTUMN OVAL,0
Building,S29E02,AUTUMN OVAL,0
Bushes,S29E02,AUTUMN OVAL,1
Cabin,S29E02,AUTUMN OVAL,0
Cactus,S29E02,AUTUMN OVAL,0
Circle Frame,S29E02,AUTUMN OVAL,0
Cirrus,S29E02,AUTUMN OVAL,0
Cliff,S29E02,AUTUMN OVAL,0
Clouds,S29E02,AUTUMN OVAL,0
Conifer,S29E02,AUTUMN OVAL,1
Cumulus,S29E02,AUTUMN OVAL,0
Deciduous,S29E02,AUTUMN OVAL,0
Diane Andre,S29E02,AUTUMN OVAL,0
Dock,S29E02,AUTUMN OVAL,0
Double Oval Frame,S29E02,AUTUMN OVAL,0
Farm,S29E02,AUTUMN OVAL,0
Fence,S29E02,AUTUMN OVAL,0
Fire,S29E02,AUTUMN OVAL,0
Florida Frame,S29E02,AUTUMN OVAL,0
Flowers,S29E02,AUTUMN OVAL,0
FOG,S29E02,AUTUMN OVAL,0
Framed,S29E02,AUTUMN OVAL,1
Grass,S29E02,AUTUMN OVAL,0
Guest,S29E02,AUTUMN OVAL,0
Half Circle Frame,S29E02,AUTUMN OVAL,0
Half Oval Frame,S29E02,AUTUMN OVAL,0
Hills,S29E02,AUTUMN OVAL,0
Lakes,S29E02,AUTUMN OVAL,0
Lake,S29E02,AUTUMN OVAL,1
Lighthouse,S29E02,AUTUMN OVAL,0
Mill,S29E02,AUTUMN OVAL,0
Moon,S29E02,AUTUMN OVAL,0
Mountains,S29E02,AUTUMN OVAL,1
Mountain,S29E02,AUTUMN OVAL,0
Night,S29E02,AUTUMN OVAL,0
Ocean,S29E02,AUTUMN OVAL,0
Oval Frame,S29E02,AUTUMN OVAL,1
Palm Trees,S29E02,AUTUMN OVAL,0
Path,S29E02,AUTUMN OVAL,0
Person,S29E02,AUTUMN OVAL,0
Portrait,S29E02,AUTUMN OVAL,0
Rectangle 3D Frame,S29E02,AUTUMN OVAL,0
Rectangular Frame,S29E02,AUTUMN OVAL,0
River,S29E02,AUTUMN OVAL,0
Rocks,S29E02,AUTUMN OVAL,0
Seashell Frame,S29E02,AUTUMN OVAL,0
Snowy Mountain,S29E02,AUTUMN OVAL,0
Snow,S29E02,AUTUMN OVAL,0
Split Frame,S29E02,AUTUMN OVAL,0
Steve Ross,S29E02,AUTUMN OVAL,0
Structure,S29E02,AUTUMN OVAL,0
SUN,S29E02,AUTUMN OVAL,0
Tomb Frame,S29E02,AUTUMN OVAL,0
Trees,S29E02,AUTUMN OVAL,1
Tree,S29E02,AUTUMN OVAL,1
Triple Frame,S29E02,AUTUMN OVAL,0
Waterfall,S29E02,AUTUMN OVAL,0
Waves,S29E02,AUTUMN OVAL,0
Windmill,S29E02,AUTUMN OVAL,0
Window Frame,S29E02,AUTUMN OVAL,0
Winter,S29E02,AUTUMN OVAL,0
Wood Framed,S29E02,AUTUMN OVAL,0
Apple Frame,S29E03,SEASONAL PROGRESSION,0
Aurora Borealis,S29E03,SEASONAL PROGRESSION,0
Barn,S29E03,SEASONAL PROGRESSION,0
Beach,S29E03,SEASONAL PROGRESSION,0
Boat,S29E03,SEASONAL PROGRESSION,0
Bridge,S29E03,SEASONAL PROGRESSION,0
Building,S29E03,SEASONAL PROGRESSION,0
Bushes,S29E03,SEASONAL PROGRESSION,1
Cabin,S29E03,SEASONAL PROGRESSION,0
Cactus,S29E03,SEASONAL PROGRESSION,0
Circle Frame,S29E03,SEASONAL PROGRESSION,0
Cirrus,S29E03,SEASONAL PROGRESSION,0
Cliff,S29E03,SEASONAL PROGRESSION,0
Clouds,S29E03,SEASONAL PROGRESSION,0
Conifer,S29E03,SEASONAL PROGRESSION,1
Cumulus,S29E03,SEASONAL PROGRESSION,0
Deciduous,S29E03,SEASONAL PROGRESSION,0
Diane Andre,S29E03,SEASONAL PROGRESSION,0
Dock,S29E03,SEASONAL PROGRESSION,0
Double Oval Frame,S29E03,SEASONAL PROGRESSION,0
Farm,S29E03,SEASONAL PROGRESSION,0
Fence,S29E03,SEASONAL PROGRESSION,0
Fire,S29E03,SEASONAL PROGRESSION,0
Florida Frame,S29E03,SEASONAL PROGRESSION,0
Flowers,S29E03,SEASONAL PROGRESSION,0
FOG,S29E03,SEASONAL PROGRESSION,0
Framed,S29E03,SEASONAL PROGRESSION,1
Grass,S29E03,SEASONAL PROGRESSION,1
Guest,S29E03,SEASONAL PROGRESSION,0
Half Circle Frame,S29E03,SEASONAL PROGRESSION,0
Half Oval Frame,S29E03,SEASONAL PROGRESSION,0
Hills,S29E03,SEASONAL PROGRESSION,0
Lakes,S29E03,SEASONAL PROGRESSION,0
Lake,S29E03,SEASONAL PROGRESSION,1
Lighthouse,S29E03,SEASONAL PROGRESSION,0
Mill,S29E03,SEASONAL PROGRESSION,0
Moon,S29E03,SEASONAL PROGRESSION,0
Mountains,S29E03,SEASONAL PROGRESSION,1
Mountain,S29E03,SEASONAL PROGRESSION,1
Night,S29E03,SEASONAL PROGRESSION,0
Ocean,S29E03,SEASONAL PROGRESSION,0
Oval Frame,S29E03,SEASONAL PROGRESSION,0
Palm Trees,S29E03,SEASONAL PROGRESSION,0
Path,S29E03,SEASONAL PROGRESSION,0
Person,S29E03,SEASONAL PROGRESSION,0
Portrait,S29E03,SEASONAL PROGRESSION,0
Rectangle 3D Frame,S29E03,SEASONAL PROGRESSION,0
Rectangular Frame,S29E03,SEASONAL PROGRESSION,0
River,S29E03,SEASONAL PROGRESSION,0
Rocks,S29E03,SEASONAL PROGRESSION,0
Seashell Frame,S29E03,SEASONAL PROGRESSION,0
Snowy Mountain,S29E03,SEASONAL PROGRESSION,1
Snow,S29E03,SEASONAL PROGRESSION,1
Split Frame,S29E03,SEASONAL PROGRESSION,1
Steve Ross,S29E03,SEASONAL PROGRESSION,0
Structure,S29E03,SEASONAL PROGRESSION,0
SUN,S29E03,SEASONAL PROGRESSION,0
Tomb Frame,S29E03,SEASONAL PROGRESSION,0
Trees,S29E03,SEASONAL PROGRESSION,1
Tree,S29E03,SEASONAL PROGRESSION,1
Triple Frame,S29E03,SEASONAL PROGRESSION,0
Waterfall,S29E03,SEASONAL PROGRESSION,0
Waves,S29E03,SEASONAL PROGRESSION,0
Windmill,S29E03,SEASONAL PROGRESSION,0
Window Frame,S29E03,SEASONAL PROGRESSION,0
Winter,S29E03,SEASONAL PROGRESSION,1
Wood Framed,S29E03,SEASONAL PROGRESSION,0
Apple Frame,S29E04,LIGHT AT THE SUMMIT,0
Aurora Borealis,S29E04,LIGHT AT THE SUMMIT,0
Barn,S29E04,LIGHT AT THE SUMMIT,0
Beach,S29E04,LIGHT AT THE SUMMIT,0
Boat,S29E04,LIGHT AT THE SUMMIT,0
Bridge,S29E04,LIGHT AT THE SUMMIT,0
Building,S29E04,LIGHT AT THE SUMMIT,0
Bushes,S29E04,LIGHT AT THE SUMMIT,0
Cabin,S29E04,LIGHT AT THE SUMMIT,0
Cactus,S29E04,LIGHT AT THE SUMMIT,0
Circle Frame,S29E04,LIGHT AT THE SUMMIT,0
Cirrus,S29E04,LIGHT AT THE SUMMIT,0
Cliff,S29E04,LIGHT AT THE SUMMIT,0
Clouds,S29E04,LIGHT AT THE SUMMIT,0
Conifer,S29E04,LIGHT AT THE SUMMIT,0
Cumulus,S29E04,LIGHT AT THE SUMMIT,0
Deciduous,S29E04,LIGHT AT THE SUMMIT,1
Diane Andre,S29E04,LIGHT AT THE SUMMIT,0
Dock,S29E04,LIGHT AT THE SUMMIT,0
Double Oval Frame,S29E04,LIGHT AT THE SUMMIT,0
Farm,S29E04,LIGHT AT THE SUMMIT,0
Fence,S29E04,LIGHT AT THE SUMMIT,0
Fire,S29E04,LIGHT AT THE SUMMIT,0
Florida Frame,S29E04,LIGHT AT THE SUMMIT,0
Flowers,S29E04,LIGHT AT THE SUMMIT,0
FOG,S29E04,LIGHT AT THE SUMMIT,0
Framed,S29E04,LIGHT AT THE SUMMIT,0
Grass,S29E04,LIGHT AT THE SUMMIT,1
Guest,S29E04,LIGHT AT THE SUMMIT,0
Half Circle Frame,S29E04,LIGHT AT THE SUMMIT,0
Half Oval Frame,S29E04,LIGHT AT THE SUMMIT,0
Hills,S29E04,LIGHT AT THE SUMMIT,0
Lakes,S29E04,LIGHT AT THE SUMMIT,0
Lake,S29E04,LIGHT AT THE SUMMIT,0
Lighthouse,S29E04,LIGHT AT THE SUMMIT,0
Mill,S29E04,LIGHT AT THE SUMMIT,0
Moon,S29E04,LIGHT AT THE SUMMIT,0
Mountains,S29E04,LIGHT AT THE SUMMIT,1
Mountain,S29E04,LIGHT AT THE SUMMIT,1
Night,S29E04,LIGHT AT THE SUMMIT,0
Ocean,S29E04,LIGHT AT THE SUMMIT,0
Oval Frame,S29E04,LIGHT AT THE SUMMIT,0
Palm Trees,S29E04,LIGHT AT THE SUMMIT,0
Path,S29E04,LIGHT AT THE SUMMIT,1
Person,S29E04,LIGHT AT THE SUMMIT,0
Portrait,S29E04,LIGHT AT THE SUMMIT,0
Rectangle 3D Frame,S29E04,LIGHT AT THE SUMMIT,0
Rectangular Frame,S29E04,LIGHT AT THE SUMMIT,0
River,S29E04,LIGHT AT THE SUMMIT,0
Rocks,S29E04,LIGHT AT THE SUMMIT,0
Seashell Frame,S29E04,LIGHT AT THE SUMMIT,0
Snowy Mountain,S29E04,LIGHT AT THE SUMMIT,0
Snow,S29E04,LIGHT AT THE SUMMIT,0
Split Frame,S29E04,LIGHT AT THE SUMMIT,0
Steve Ross,S29E04,LIGHT AT THE SUMMIT,0
Structure,S29E04,LIGHT AT THE SUMMIT,0
SUN,S29E04,LIGHT AT THE SUMMIT,1
Tomb Frame,S29E04,LIGHT AT THE SUMMIT,0
Trees,S29E04,LIGHT AT THE SUMMIT,1
Tree,S29E04,LIGHT AT THE SUMMIT,1
Triple Frame,S29E04,LIGHT AT THE SUMMIT,0
Waterfall,S29E04,LIGHT AT THE SUMMIT,0
Waves,S29E04,LIGHT AT THE SUMMIT,0
Windmill,S29E04,LIGHT AT THE SUMMIT,0
Window Frame,S29E04,LIGHT AT THE SUMMIT,0
Winter,S29E04,LIGHT AT THE SUMMIT,0
Wood Framed,S29E04,LIGHT AT THE SUMMIT,0
Apple Frame,S29E05,COUNTRYSIDE BARN,0
Aurora Borealis,S29E05,COUNTRYSIDE BARN,0
